               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.01804,            0.029082,           0.0070872,             0.95088,             0.95312,             0.97524,             0.81724,            0.014338,             0.02027,           0.0052777,               5e-05,               5e-05,             0.09955
                   1,             0.01837,            0.029983,           0.0054818,              0.9771,             0.96766,             0.98194,             0.81954,             0.01433,            0.019972,           0.0019031,             0.00011,             0.00011,             0.09901
                   2,            0.018077,            0.026765,           0.0047467,             0.98086,             0.97686,             0.98251,               0.817,            0.014326,            0.019787,           0.0013379,          0.00016998,          0.00016998,             0.09847
                   3,            0.016704,            0.026838,           0.0038137,              0.9845,              0.9784,             0.98265,             0.81303,            0.014408,            0.019706,           0.0010861,          0.00022995,          0.00022995,             0.09793
                   4,            0.017178,            0.025191,           0.0040914,             0.98947,             0.97742,             0.98758,             0.80777,            0.014761,            0.019721,           0.0011176,          0.00028989,          0.00028989,             0.09739
                   5,            0.016497,            0.029721,           0.0048624,             0.98313,             0.98611,             0.98353,             0.81507,            0.014041,            0.019222,          0.00067509,          0.00034978,          0.00034978,             0.09685
                   6,            0.017062,            0.026655,           0.0035181,             0.98695,             0.99478,             0.98921,             0.81856,            0.014216,            0.018961,          0.00055368,          0.00040964,          0.00040964,             0.09631
                   7,            0.017537,            0.026148,           0.0027854,             0.99445,             0.98778,             0.98952,             0.82333,            0.013867,            0.018597,          0.00052174,          0.00046943,          0.00046943,            0.095769
                   8,            0.016713,             0.02618,           0.0023725,             0.99037,             0.99478,             0.98952,             0.82301,             0.01387,            0.018468,          0.00048096,          0.00052916,          0.00052916,            0.095229
                   9,            0.017319,            0.026384,           0.0045685,             0.99191,             0.99479,             0.98955,             0.82423,            0.013747,            0.018143,          0.00044702,          0.00058882,          0.00058882,            0.094689
                  10,            0.017254,            0.027402,            0.002483,             0.99468,             0.98958,             0.98933,             0.82082,            0.014266,            0.018172,          0.00042782,           0.0006484,           0.0006484,            0.094148
                  11,            0.016595,             0.02569,           0.0024934,             0.99409,             0.99479,             0.98937,             0.82887,            0.013598,            0.017965,          0.00042077,          0.00070788,          0.00070788,            0.093608
                  12,            0.017781,            0.026022,           0.0018976,             0.99318,             0.99478,             0.98951,             0.83299,            0.013401,            0.017511,          0.00043778,          0.00076727,          0.00076727,            0.093067
                  13,            0.016823,             0.02516,            0.003607,             0.99437,             0.99479,             0.98979,             0.82391,            0.014207,            0.017682,          0.00044443,          0.00082654,          0.00082654,            0.092527
                  14,            0.017326,            0.026509,           0.0030039,             0.99468,             0.99479,             0.98995,             0.83287,            0.013891,            0.017296,          0.00041881,           0.0008857,           0.0008857,            0.091986
                  15,            0.015912,            0.026356,           0.0026769,             0.99453,             0.99479,             0.99018,             0.84166,            0.013399,             0.01715,          0.00035653,          0.00094474,          0.00094474,            0.091445
                  16,            0.016496,            0.025867,            0.001906,             0.99403,             0.99479,             0.99005,             0.84739,            0.012934,            0.016582,          0.00039725,           0.0010036,           0.0010036,            0.090904
                  17,            0.016728,            0.025484,           0.0021374,             0.99441,             0.99479,             0.99004,             0.84775,            0.012881,            0.016492,          0.00033713,           0.0010624,           0.0010624,            0.090362
                  18,            0.017316,            0.025562,           0.0025376,             0.99471,             0.99479,             0.99016,             0.84832,            0.012683,            0.016508,           0.0002884,            0.001121,            0.001121,            0.089821
                  19,            0.016899,            0.027163,           0.0021623,             0.99472,             0.99479,             0.99023,             0.84121,            0.013272,            0.016978,          0.00028835,           0.0011794,           0.0011794,            0.089279
                  20,            0.016426,            0.026008,           0.0021954,             0.99459,             0.99479,             0.99034,             0.83914,            0.013131,            0.016808,          0.00028592,           0.0012377,           0.0012377,            0.088738
                  21,            0.016496,             0.02437,           0.0016203,             0.99442,             0.99479,             0.99031,             0.84939,            0.012585,            0.016349,          0.00026254,           0.0012958,           0.0012958,            0.088196
                  22,            0.016702,            0.026786,           0.0014081,              0.9942,             0.99479,             0.99048,             0.85004,            0.012822,            0.016182,          0.00026274,           0.0013537,           0.0013537,            0.087654
                  23,            0.016603,            0.024045,           0.0018794,             0.99413,             0.99479,             0.99062,              0.8596,            0.012321,            0.015672,          0.00025942,           0.0014114,           0.0014114,            0.087111
                  24,            0.016752,            0.024227,           0.0017441,             0.99952,                   1,               0.995,             0.85413,            0.012408,            0.015994,          0.00027601,           0.0014689,           0.0014689,            0.086569
                  25,            0.015812,            0.023929,           0.0016614,             0.99932,                   1,               0.995,             0.84736,            0.012828,            0.016122,          0.00026815,           0.0015262,           0.0015262,            0.086026
                  26,             0.01657,            0.024285,           0.0023379,             0.99965,             0.99999,               0.995,             0.85601,            0.012402,            0.015691,          0.00028031,           0.0015833,           0.0015833,            0.085483
                  27,            0.016954,            0.026595,           0.0020117,             0.99957,                   1,               0.995,             0.85725,            0.012472,             0.01561,          0.00027964,           0.0016402,           0.0016402,             0.08494
                  28,            0.016989,            0.024748,           0.0024387,             0.99906,                   1,               0.995,             0.85512,            0.013876,            0.016113,          0.00024488,           0.0016968,           0.0016968,            0.084397
                  29,            0.017251,            0.025803,           0.0017288,             0.99923,                   1,               0.995,             0.85679,            0.013546,            0.015948,          0.00023505,           0.0017531,           0.0017531,            0.083853
                  30,            0.017026,              0.0245,           0.0010574,             0.99421,             0.99479,             0.99088,             0.82483,            0.015807,            0.017209,          0.00023508,           0.0018093,           0.0018093,            0.083309
                  31,            0.020324,            0.028014,            0.002042,             0.99936,                   1,               0.995,             0.85877,            0.013061,            0.015343,          0.00023539,           0.0018651,           0.0018651,            0.082765
                  32,            0.018217,            0.024412,           0.0011435,             0.99928,                   1,               0.995,             0.85397,            0.013742,            0.015693,           0.0002363,           0.0019207,           0.0019207,            0.082221
                  33,            0.019206,            0.025107,           0.0018688,             0.99889,                   1,               0.995,             0.84219,            0.014722,            0.016508,          0.00025771,            0.001976,            0.001976,            0.081676
                  34,            0.019078,             0.02536,           0.0019882,             0.99603,             0.99999,               0.995,             0.85373,            0.013175,             0.01586,          0.00037376,            0.002031,            0.002031,            0.081131
                  35,            0.017413,            0.025424,           0.0013289,             0.99538,                   1,               0.995,             0.81242,            0.016422,            0.017142,          0.00046377,           0.0020857,           0.0020857,            0.080586
                  36,            0.018649,            0.024375,           0.0020914,             0.99932,                   1,               0.995,             0.85886,            0.012439,            0.015719,          0.00027117,           0.0021402,           0.0021402,             0.08004
                  37,            0.016693,            0.025188,           0.0019018,             0.99961,                   1,               0.995,             0.83155,             0.01558,             0.01683,          0.00024555,           0.0021943,           0.0021943,            0.079494
                  38,            0.017181,            0.025543,           0.0011695,             0.99969,                   1,               0.995,             0.84482,            0.014071,            0.015724,           0.0002443,           0.0022481,           0.0022481,            0.078948
                  39,            0.017264,            0.025407,           0.0014865,             0.99936,                   1,               0.995,             0.83155,            0.017029,            0.016969,          0.00024843,           0.0023015,           0.0023015,            0.078402
                  40,            0.018648,            0.024838,           0.0012771,             0.99918,                   1,               0.995,             0.86324,            0.012661,            0.014561,          0.00025936,           0.0023547,           0.0023547,            0.077855
                  41,            0.016188,            0.024294,           0.0011935,             0.99915,             0.99999,               0.995,             0.85805,            0.013402,            0.014987,          0.00025016,           0.0024075,           0.0024075,            0.077307
                  42,            0.016294,            0.025938,           0.0015897,             0.99909,                   1,               0.995,             0.86715,            0.013169,            0.015096,           0.0002625,           0.0024599,           0.0024599,             0.07676
                  43,            0.018504,            0.024442,          0.00091976,             0.99879,             0.99999,               0.995,             0.83686,            0.014566,            0.015774,          0.00026369,            0.002512,            0.002512,            0.076212
                  44,            0.017873,            0.027533,           0.0017414,             0.99837,                   1,               0.995,             0.86166,            0.013075,            0.014892,          0.00025225,           0.0025638,           0.0025638,            0.075664
                  45,            0.017261,            0.026207,           0.0013375,             0.99825,             0.99999,               0.995,             0.86695,            0.013753,            0.015302,          0.00027697,           0.0026151,           0.0026151,            0.075115
                  46,            0.018962,            0.024986,           0.0018287,             0.99846,                   1,               0.995,             0.86731,            0.012638,            0.014934,          0.00024094,           0.0026661,           0.0026661,            0.074566
                  47,            0.018194,            0.025516,           0.0016121,              0.9989,                   1,               0.995,             0.84166,             0.01546,            0.016157,          0.00023687,           0.0027167,           0.0027167,            0.074017
                  48,            0.019533,            0.025633,           0.0014508,             0.99934,                   1,               0.995,             0.83235,            0.013809,            0.016193,          0.00024599,           0.0027669,           0.0027669,            0.073467
                  49,            0.017417,            0.021687,           0.0014521,              0.9993,                   1,               0.995,             0.84753,            0.014858,            0.015602,          0.00024021,           0.0028167,           0.0028167,            0.072917
                  50,            0.017801,            0.023968,           0.0011693,             0.99969,                   1,               0.995,             0.86739,            0.012531,            0.014639,          0.00023761,           0.0028661,           0.0028661,            0.072366
                  51,            0.018431,            0.025777,           0.0016532,             0.99978,                   1,               0.995,             0.83243,            0.015671,            0.016136,          0.00024937,           0.0029151,           0.0029151,            0.071815
                  52,             0.01774,            0.025007,           0.0016215,             0.99947,                   1,               0.995,             0.84057,            0.014144,            0.015363,          0.00024862,           0.0029637,           0.0029637,            0.071264
                  53,            0.016618,            0.023461,           0.0014481,             0.99949,                   1,               0.995,             0.86336,             0.01258,            0.014962,          0.00024271,           0.0030118,           0.0030118,            0.070712
                  54,            0.017582,            0.022739,           0.0013639,             0.99962,                   1,               0.995,             0.85846,            0.014437,            0.015147,          0.00023667,           0.0030595,           0.0030595,             0.07016
                  55,            0.018963,              0.0269,           0.0014219,             0.99996,                   1,               0.995,             0.85265,            0.012694,            0.014631,          0.00024658,           0.0031068,           0.0031068,            0.069607
                  56,            0.016677,            0.023733,           0.0013212,             0.99964,                   1,               0.995,             0.86861,            0.012176,            0.014611,          0.00026413,           0.0031536,           0.0031536,            0.069054
                  57,            0.015942,            0.020496,           0.0014501,             0.99928,                   1,               0.995,             0.87434,            0.012785,            0.014365,          0.00029459,              0.0032,              0.0032,              0.0685
                  58,             0.01793,             0.02483,           0.0012538,             0.99956,                   1,               0.995,             0.87765,            0.011483,            0.013992,          0.00026627,           0.0032459,           0.0032459,            0.067946
                  59,            0.017337,            0.026503,           0.0015054,             0.99953,                   1,               0.995,             0.86228,            0.013515,            0.015205,          0.00026829,           0.0032913,           0.0032913,            0.067391
                  60,            0.018579,             0.02354,             0.00168,             0.99878,                   1,               0.995,             0.85265,            0.014468,            0.015883,          0.00030369,           0.0033363,           0.0033363,            0.066836
                  61,            0.018485,            0.024471,           0.0013413,             0.99815,                   1,               0.995,             0.86664,            0.012357,            0.014614,           0.0003317,           0.0033808,           0.0033808,            0.066281
                  62,            0.018157,            0.024566,           0.0021445,             0.99961,                   1,               0.995,             0.82871,            0.015342,            0.015285,          0.00025668,           0.0034248,           0.0034248,            0.065725
                  63,            0.018485,             0.02522,           0.0013603,             0.99969,                   1,               0.995,             0.83161,            0.015388,            0.015705,          0.00026113,           0.0034683,           0.0034683,            0.065168
                  64,            0.020795,            0.023653,            0.001165,              0.9998,                   1,               0.995,             0.85357,            0.012468,            0.014736,          0.00027633,           0.0035114,           0.0035114,            0.064611
                  65,            0.018685,            0.024541,           0.0017813,             0.99953,                   1,               0.995,             0.84095,             0.01407,            0.014992,          0.00028727,           0.0035539,           0.0035539,            0.064054
                  66,            0.018965,            0.022987,           0.0018752,             0.99913,                   1,               0.995,             0.86114,            0.013812,            0.015283,          0.00029397,           0.0035959,           0.0035959,            0.063496
                  67,            0.016602,            0.024588,           0.0010849,             0.99928,                   1,               0.995,             0.87266,            0.014064,            0.015666,          0.00028658,           0.0036374,           0.0036374,            0.062937
                  68,             0.01769,            0.023965,           0.0012688,             0.99914,                   1,               0.995,             0.85548,            0.013358,            0.014668,          0.00029336,           0.0036784,           0.0036784,            0.062378
                  69,            0.017856,            0.025272,           0.0023441,             0.99897,                   1,               0.995,             0.87057,            0.012895,            0.014701,           0.0003184,           0.0037188,           0.0037188,            0.061819
                  70,            0.018809,            0.024448,           0.0020488,             0.99935,             0.99999,               0.995,             0.88145,            0.012678,            0.014419,          0.00030215,           0.0037588,           0.0037588,            0.061259
                  71,            0.019382,            0.026145,           0.0015642,             0.99951,                   1,               0.995,             0.85205,            0.014345,            0.014571,          0.00029887,           0.0037982,           0.0037982,            0.060698
                  72,            0.017311,            0.023638,           0.0014602,             0.99968,                   1,               0.995,             0.88675,             0.01127,            0.014231,          0.00030306,            0.003837,            0.003837,            0.060137
                  73,            0.015772,             0.02254,           0.0015827,             0.99969,             0.99999,               0.995,              0.8886,            0.011812,            0.014621,          0.00029514,           0.0038753,           0.0038753,            0.059575
                  74,            0.019168,            0.025818,           0.0015313,             0.99942,                   1,               0.995,             0.82217,            0.016215,            0.016633,           0.0002996,           0.0039131,           0.0039131,            0.059013
                  75,            0.022645,             0.02454,           0.0016057,              0.9996,                   1,               0.995,             0.88784,            0.012306,            0.013945,          0.00031728,           0.0039503,           0.0039503,             0.05845
                  76,            0.017278,            0.026289,           0.0014322,             0.99965,                   1,               0.995,             0.85259,            0.015341,            0.015933,          0.00033495,            0.003987,            0.003987,            0.057887
                  77,            0.018536,             0.02506,           0.0014248,             0.99973,                   1,               0.995,              0.8539,            0.013405,            0.015472,          0.00033228,            0.004023,            0.004023,            0.057323
                  78,            0.017406,             0.02494,           0.0015257,             0.99967,                   1,               0.995,             0.87881,            0.012349,            0.014821,          0.00032579,           0.0040586,           0.0040586,            0.056759
                  79,            0.018079,            0.022492,           0.0012041,             0.99989,                   1,               0.995,             0.88162,            0.011721,            0.014834,          0.00034211,           0.0040935,           0.0040935,            0.056194
                  80,            0.017224,            0.024589,           0.0017063,              0.9999,                   1,               0.995,             0.85118,            0.014635,            0.015626,          0.00036088,           0.0041279,           0.0041279,            0.055628
                  81,            0.018569,            0.025248,           0.0011526,              0.9998,                   1,               0.995,             0.81518,            0.015018,            0.014889,           0.0003437,           0.0041617,           0.0041617,            0.055062
                  82,            0.020727,            0.024516,           0.0020675,             0.99957,                   1,               0.995,              0.8756,             0.01224,            0.014229,          0.00036007,           0.0041949,           0.0041949,            0.054495
                  83,             0.01831,            0.022873,           0.0019703,             0.99996,                   1,               0.995,             0.73877,            0.021278,             0.01716,          0.00036093,           0.0042275,           0.0042275,            0.053927
                  84,            0.027656,            0.028848,           0.0016111,             0.99948,                   1,               0.995,              0.7973,            0.017345,            0.015623,          0.00041587,           0.0042595,           0.0042595,             0.05336
                  85,            0.025952,            0.029051,           0.0013758,             0.99975,                   1,               0.995,             0.84985,            0.015917,            0.015984,          0.00046104,            0.004291,            0.004291,            0.052791
                  86,            0.021951,             0.02704,            0.002044,             0.99989,                   1,               0.995,             0.77629,            0.020602,            0.017486,          0.00048059,           0.0043218,           0.0043218,            0.052222
                  87,            0.026237,            0.028197,           0.0017254,             0.99988,                   1,               0.995,             0.77938,             0.02363,            0.017696,          0.00051672,            0.004352,            0.004352,            0.051652
                  88,            0.029777,            0.025925,           0.0016057,             0.99968,                   1,               0.995,             0.85319,            0.015276,            0.015644,          0.00052553,           0.0043816,           0.0043816,            0.051082
                  89,             0.02477,            0.023688,           0.0015865,             0.99981,                   1,               0.995,             0.74426,            0.019555,            0.017224,          0.00050614,           0.0044106,           0.0044106,            0.050511
                  90,             0.02934,             0.03052,           0.0016947,             0.99996,                   1,               0.995,             0.76548,            0.018302,            0.016228,           0.0005045,            0.004439,            0.004439,            0.049939
                  91,            0.028243,            0.026141,           0.0015162,             0.99988,                   1,               0.995,             0.81993,            0.016425,            0.016218,          0.00050583,           0.0044668,           0.0044668,            0.049367
                  92,            0.027907,            0.027302,           0.0017315,             0.99967,             0.99999,               0.995,             0.80508,            0.019448,            0.016516,          0.00050306,            0.004494,            0.004494,            0.048794
                  93,            0.027276,            0.028577,           0.0016399,             0.99971,                   1,               0.995,             0.82203,            0.017777,            0.016646,           0.0004726,           0.0045205,           0.0045205,            0.048221
                  94,            0.028852,            0.030348,           0.0018503,             0.99993,                   1,               0.995,             0.74898,            0.019462,            0.017086,          0.00047768,           0.0045465,           0.0045465,            0.047646
                  95,            0.027519,            0.028354,           0.0024499,             0.99995,             0.99999,               0.995,             0.82556,            0.014985,            0.016234,          0.00055178,           0.0045718,           0.0045718,            0.047072
                  96,            0.024969,            0.025942,           0.0019679,             0.99959,                   1,               0.995,             0.75015,            0.021023,            0.017653,          0.00054556,           0.0045964,           0.0045964,            0.046496
                  97,            0.026702,            0.025602,           0.0017225,             0.99994,                   1,               0.995,             0.81175,            0.017996,            0.016668,          0.00054256,           0.0046205,           0.0046205,             0.04592
                  98,            0.027387,            0.027527,            0.001411,             0.99984,                   1,               0.995,             0.81476,            0.017804,            0.016503,           0.0005535,           0.0046439,           0.0046439,            0.045344
                  99,            0.026137,            0.027102,           0.0017179,             0.99995,                   1,               0.995,              0.8412,             0.01478,            0.015831,          0.00055561,           0.0046666,           0.0046666,            0.044767
                 100,            0.026306,            0.026317,           0.0020207,             0.99978,                   1,               0.995,             0.78268,             0.01835,            0.016365,          0.00054267,           0.0046887,           0.0046887,            0.044189
