               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11414,            0.060748,             0.15845,                   0,                   0,                   0,                   0,            0.092103,            0.084646,             0.15562,           0.0033238,           0.0033238,            0.070086
                   1,            0.073729,            0.071743,             0.15604,          0.00032843,            0.055139,          0.00052964,          0.00022335,            0.049784,            0.044355,             0.15711,           0.0066571,           0.0066571,            0.040086
                   2,            0.058514,            0.037017,             0.15563,          0.00044477,            0.049092,          0.00090098,          0.00044344,            0.052205,            0.033547,              0.1553,           0.0099905,           0.0099905,            0.010086
                   3,            0.047722,             0.02966,             0.15503,          0.00064978,            0.051327,           0.0011192,           0.0007551,            0.038243,            0.028686,             0.15483,                0.01,                0.01,                0.01
                   4,            0.037604,            0.025761,             0.15466,          0.00031571,            0.016968,          0.00052399,          0.00043881,            0.031594,            0.024571,             0.15453,                0.01,                0.01,                0.01
                   5,            0.031458,            0.023064,             0.15455,          0.00038108,            0.022677,          0.00081129,          0.00069026,            0.021973,            0.023231,             0.15443,                0.01,                0.01,                0.01
                   6,            0.027494,            0.021462,             0.15444,          0.00060318,            0.014657,          0.00065383,          0.00050288,            0.023768,            0.022519,             0.15434,           0.0099999,           0.0099999,           0.0099999
                   7,            0.025103,             0.02134,             0.15433,          0.00040449,            0.013276,          0.00042708,           0.0003183,            0.021707,            0.020986,             0.15426,           0.0099999,           0.0099999,           0.0099999
                   8,            0.023806,            0.020165,             0.15429,          0.00045376,             0.01432,          0.00048209,          0.00037742,            0.017032,            0.019994,             0.15421,           0.0099999,           0.0099999,           0.0099999
                   9,            0.022582,            0.019782,             0.15424,          0.00043158,            0.010665,          0.00041546,          0.00038295,            0.014096,            0.019376,             0.15414,           0.0099999,           0.0099999,           0.0099999
                  10,            0.022557,            0.020012,             0.15419,          0.00031068,            0.010344,          0.00031501,          0.00022516,            0.024573,            0.022455,             0.15409,           0.0099998,           0.0099998,           0.0099998
                  11,            0.022135,            0.019535,             0.15406,          0.00025272,           0.0068882,          0.00032823,          0.00029045,            0.015307,               0.019,             0.15404,           0.0099998,           0.0099998,           0.0099998
                  12,            0.020847,            0.019749,             0.15404,          0.00048693,           0.0079076,          0.00047822,           0.0003891,            0.017744,            0.020984,             0.15401,           0.0099997,           0.0099997,           0.0099997
                  13,             0.02018,            0.018611,             0.15407,          0.00039662,           0.0059801,          0.00042344,           0.0003818,            0.017583,            0.020046,             0.15396,           0.0099997,           0.0099997,           0.0099997
                  14,            0.019443,            0.017931,             0.15397,          0.00025028,           0.0080988,          0.00028901,          0.00024462,            0.016556,            0.019822,             0.15391,           0.0099996,           0.0099996,           0.0099996
                  15,            0.018492,            0.018313,             0.15397,          0.00027294,           0.0061318,          0.00027458,          0.00023301,            0.015218,            0.018595,             0.15386,           0.0099996,           0.0099996,           0.0099996
                  16,            0.018449,            0.018587,             0.15388,          0.00046217,            0.010459,          0.00055408,            0.000504,            0.013758,            0.017895,             0.15383,           0.0099995,           0.0099995,           0.0099995
                  17,             0.01799,            0.018068,              0.1539,          0.00049184,           0.0067251,          0.00050776,          0.00044507,            0.015957,            0.018934,              0.1538,           0.0099994,           0.0099994,           0.0099994
                  18,            0.016824,            0.017386,             0.15385,          0.00035615,           0.0097188,          0.00045311,          0.00037438,            0.014237,            0.016556,             0.15374,           0.0099994,           0.0099994,           0.0099994
                  19,            0.017529,            0.017224,             0.15384,          0.00033022,              0.0078,          0.00050984,          0.00041901,            0.014411,            0.017225,              0.1537,           0.0099993,           0.0099993,           0.0099993
                  20,            0.017187,            0.017489,             0.15378,          0.00045131,            0.011216,          0.00066516,          0.00060585,            0.013236,            0.018346,             0.15367,           0.0099992,           0.0099992,           0.0099992
                  21,            0.016303,            0.016226,             0.15376,          0.00055581,           0.0086194,          0.00053273,          0.00047589,            0.013845,            0.017328,             0.15362,           0.0099991,           0.0099991,           0.0099991
                  22,            0.017335,            0.017587,             0.15362,          0.00033646,           0.0067913,          0.00058278,          0.00050346,            0.013079,            0.016558,             0.15357,            0.009999,            0.009999,            0.009999
                  23,             0.01854,             0.01793,             0.15365,          0.00044613,           0.0068906,          0.00085174,          0.00075891,            0.014093,            0.018616,             0.15356,            0.009999,            0.009999,            0.009999
                  24,            0.019018,             0.01808,             0.15369,          0.00043738,             0.00729,          0.00075104,          0.00068092,            0.012237,            0.017557,             0.15352,           0.0099989,           0.0099989,           0.0099989
                  25,            0.018295,            0.018469,             0.15351,          0.00038252,           0.0066435,          0.00074179,           0.0006713,            0.012598,            0.016366,             0.15346,           0.0099988,           0.0099988,           0.0099988
                  26,            0.017784,            0.018076,             0.15342,          0.00052582,           0.0078519,          0.00077205,          0.00067786,            0.012705,            0.017803,             0.15342,           0.0099986,           0.0099986,           0.0099986
                  27,            0.016284,            0.017038,             0.15356,          0.00038705,           0.0095558,           0.0008347,          0.00076127,            0.012357,            0.016397,             0.15336,           0.0099985,           0.0099985,           0.0099985
                  28,            0.017358,            0.018032,             0.15345,          0.00040966,            0.010204,          0.00087943,          0.00081678,            0.014461,            0.017766,             0.15332,           0.0099984,           0.0099984,           0.0099984
                  29,             0.01778,            0.017527,             0.15342,          0.00040605,           0.0085196,          0.00089345,          0.00079043,            0.013907,            0.017884,             0.15329,           0.0099983,           0.0099983,           0.0099983
                  30,            0.018193,            0.017572,             0.15341,          0.00044897,            0.009031,          0.00087869,          0.00081438,            0.013073,            0.016905,             0.15323,           0.0099982,           0.0099982,           0.0099982
                  31,            0.017674,            0.017768,             0.15338,          0.00042929,            0.011891,          0.00090861,          0.00079041,            0.010542,            0.015801,             0.15316,            0.009998,            0.009998,            0.009998
                  32,            0.016339,            0.016932,             0.15338,          0.00050193,            0.011484,           0.0011603,           0.0009866,            0.014226,            0.017561,             0.15311,           0.0099979,           0.0099979,           0.0099979
                  33,            0.017043,            0.017169,             0.15325,          0.00083117,            0.013279,           0.0019426,           0.0018252,            0.010644,            0.016575,             0.15306,           0.0099978,           0.0099978,           0.0099978
                  34,            0.015416,             0.01647,             0.15327,          0.00061816,            0.016984,           0.0022409,           0.0018873,            0.015838,            0.018742,             0.15297,           0.0099976,           0.0099976,           0.0099976
                  35,            0.014368,            0.016493,             0.15318,           0.0011342,            0.015541,           0.0028517,           0.0023398,            0.011277,            0.016864,             0.15288,           0.0099975,           0.0099975,           0.0099975
                  36,            0.015054,            0.016395,             0.15302,           0.0023234,            0.020458,            0.003653,           0.0032554,            0.012015,            0.017446,             0.15281,           0.0099973,           0.0099973,           0.0099973
                  37,            0.016452,            0.017963,             0.15303,            0.001424,            0.019583,           0.0031987,           0.0024118,            0.012917,            0.018142,             0.15271,           0.0099972,           0.0099972,           0.0099972
                  38,            0.015872,            0.016773,             0.15291,            0.002092,            0.019833,           0.0047338,           0.0040406,            0.011204,            0.015747,             0.15257,            0.009997,            0.009997,            0.009997
                  39,            0.016933,            0.017299,             0.15284,           0.0035147,            0.019878,            0.006088,           0.0048691,            0.012085,            0.016991,             0.15247,           0.0099969,           0.0099969,           0.0099969
                  40,            0.017198,             0.01735,             0.15277,            0.003805,            0.022364,           0.0069555,           0.0056429,            0.011227,            0.016737,             0.15226,           0.0099967,           0.0099967,           0.0099967
                  41,            0.016986,            0.017404,             0.15257,           0.0033494,            0.022511,           0.0079793,           0.0066538,            0.012628,            0.017626,             0.15214,           0.0099965,           0.0099965,           0.0099965
                  42,            0.016548,            0.017075,              0.1525,            0.003926,            0.028204,           0.0087691,           0.0060399,            0.012943,            0.017041,             0.15189,           0.0099964,           0.0099964,           0.0099964
                  43,            0.016021,            0.016831,             0.15234,           0.0038839,            0.030694,           0.0098171,           0.0073011,            0.013541,            0.017867,             0.15176,           0.0099962,           0.0099962,           0.0099962
                  44,            0.016068,            0.017056,             0.15235,           0.0037341,            0.031312,            0.010417,           0.0082173,            0.013721,            0.018128,             0.15157,            0.009996,            0.009996,            0.009996
                  45,            0.015693,            0.016844,             0.15187,           0.0061177,             0.04044,            0.013747,             0.01098,            0.011986,            0.017114,             0.15136,           0.0099958,           0.0099958,           0.0099958
                  46,            0.015866,            0.016436,             0.15171,           0.0089772,            0.041568,            0.018929,            0.015114,            0.011166,             0.01815,             0.15123,           0.0099956,           0.0099956,           0.0099956
                  47,            0.015126,            0.016329,             0.15163,            0.011015,            0.054787,            0.023369,            0.016516,            0.012348,            0.017778,             0.15096,           0.0099954,           0.0099954,           0.0099954
                  48,            0.015529,            0.016287,             0.15133,            0.010592,            0.067795,            0.029204,            0.022146,            0.011746,            0.017667,             0.15076,           0.0099952,           0.0099952,           0.0099952
